ID,Label,x,y,nodeid
299,,701159.0496307304,2092120.2758949697,299
303,,714199.2546140944,2092330.467010174,303
304,,714381.9998479874,2092025.7833910268,304
307,,714136.7397615033,2092406.6822669934,307
310,,714139.416927425,2092438.4954819195,310
312,,706153.3178972363,2092370.4594835825,312
313,,706152.7865987674,2092399.7627777215,313
317,,714042.0075491137,2092523.7117106654,317
320,,701156.9263296901,2092441.845893547,320
323,,713892.1651417285,2092686.6149464156,323
326,,723635.9992450388,2092836.6455976367,326
327,,713650.862860643,2093003.4966320246,327
328,,713754.5165834354,2092825.8630920202,328
332,,723264.429438279,2093455.4405879285,332
333,,723170.9423762715,2093890.8679122403,333
336,,724142.8568391897,2093945.0623476189,336
338,,723451.4579739682,2093942.1682624612,338
340,,724102.9018843857,2093990.5925527383,340
343,,684940.6797985032,2093946.3715814631,343
346,,700869.496685031,2094126.427277036,346
348,,700820.2586416246,2094278.3679015748,348
350,,712528.703284222,2094508.1330214702,350
352,,700609.4175472682,2094614.9813425746,352
355,,712346.9300598858,2094819.7695305962,355
358,,700662.809159285,2094707.8149749264,358
362,,712382.8376682607,2094866.265789941,362
363,,712561.4877423956,2094504.7254312746,363
366,,700725.304086368,2094781.7256371193,366
369,,733718.9686675726,2095319.657652285,369
370,,734532.4003064332,2094801.8130211271,370
371,,708360.0240934476,2095152.6712647248,371
373,,734532.4023939103,2094837.2188996635,373
374,,733654.5069452224,2095501.874879606,374
375,,712088.9801109675,2095263.7381397467,375
376,,712451.1285692886,2094335.7960446067,376
380,,727435.00857468,2095496.7645003572,380
382,,700503.0761724488,2095192.5450084545,382
386,,708206.7430141377,2095293.5759953186,386
390,,708217.3354149532,2095306.0677742735,390
393,,708191.3927981405,2095307.136256341,393
397,,708200.8281551667,2095322.33224231,397
401,,733197.7672544597,2095674.9753213748,401
403,,733083.2281600937,2095749.405307075,403
405,,700459.0169214931,2095382.2433839738,405
410,,733204.3985500254,2095792.809851611,410
414,,733206.2992963268,2095826.5857275706,414
417,,733087.8618362646,2095845.3524933346,417
422,,733209.2770144393,2095879.5908365268,422
425,,733089.5212902598,2095879.7145473715,425
429,,733091.7549881709,2095925.9678640477,429
433,,732835.7501947519,2095966.6443264578,433
436,,733216.6352813367,2096010.3042158373,436
437,,733096.4402329887,2096023.0213099848,437
442,,711936.3258135343,2095865.5396587607,442
444,,712628.3721986613,2095862.894622909,444
446,,711904.2839220237,2095865.278709598,446
449,,711882.7736235779,2095865.1035881005,449
453,,711853.0813999958,2095864.8619322386,453
457,,712628.3303544219,2095874.7930366006,457
459,,711516.8111863228,2095868.0583386999,459
462,,711106.5056804941,2095866.0805553403,462
463,,711850.4521782799,2095875.9835987557,463
465,,711880.0501807784,2095876.3798440266,465
469,,711901.5251007574,2095876.6673965398,469
473,,711933.3145200438,2095877.0931476355,473
477,,712038.6406525536,2095878.504497148,477
484,,732641.6041099417,2096136.0333813187,484
488,,710988.607257143,2095871.3520351723,488
489,,709578.1108454643,2095891.7293215413,489
494,,733238.3249418085,2096359.2006803267,494
496,,733263.6915968447,2096372.3739147857,496
498,,708911.7386056515,2096160.1329630222,498
499,,732054.7031927049,2096456.981171457,499
503,,708936.0315708965,2096217.256191887,503
508,,727970.9850908899,2096451.0392203294,508
510,,709051.6416873514,2096352.2149924506,510
511,,709105.4333077178,2096362.4240528103,511
516,,709077.5936395522,2096390.0170093998,516
519,,709067.5349563786,2096399.9860165212,519
524,,733266.0286053797,2096828.878259031,524
525,,714440.7849536797,2096636.3061859831,525
531,,733155.9139461007,2096876.419155905,531
533,,731551.6028258683,2096859.5799508467,533
535,,731369.8024376404,2096924.5828860942,535
538,,731512.9785183626,2096938.134273827,538
540,,728062.4945426496,2096955.1391689256,540
541,,728040.2229256138,2096958.609506905,541
545,,711632.7131744399,2096771.7324659713,545
548,,711709.1065035418,2096814.7365486883,548
549,,709328.1884981908,2096829.8209202513,549
552,,709364.314772382,2096860.5616595075,552
553,,709414.8457123444,2096828.2308707181,553
556,,730834.9495357049,2097195.194133278,556
558,,733247.1382082675,2097264.923874654,558
559,,733217.3642954198,2097268.0262191165,559
562,,730911.4005411242,2097240.311611213,562
566,,709451.9920220487,2097004.1094647087,566
568,,731029.6062848424,2097308.817617763,568
569,,730809.3353325325,2097306.9041405767,569
573,,709464.3501557249,2097054.4257243033,573
577,,709023.7486525684,2097065.6826663576,577
578,,709028.6883510367,2097068.3543300834,578
581,,709017.31435087,2097079.251483433,581
586,,711599.7661405131,2097130.7549140863,586
589,,711576.8513929396,2097131.9152134135,589
594,,731159.5889385233,2097384.160917122,594
597,,728100.6899269165,2097344.5246892627,597
600,,731185.0229396734,2097398.904751383,600
603,,712488.372493156,2097182.0534920003,603
607,,728106.5433630967,2097407.3899027836,607
612,,709580.7361861896,2097221.159477271,612
614,,731343.5507027217,2097495.8154718895,614
618,,731399.6300063874,2097528.3561647628,618
619,,709591.750812308,2097268.034402458,619
624,,709651.7014465884,2097338.884944197,624
626,,700371.7387367331,2097253.2281590328,626
627,,706962.4661242488,2097337.543769598,627
628,,706568.8530096005,2096855.2913920041,628
631,,706977.519731578,2097352.6331464257,631
636,,709678.8251436607,2097384.0649018977,636
637,,709663.32011159,2097386.2990202364,637
641,,709693.2670042089,2097434.3714202214,641
646,,731053.1838825698,2097726.167540826,646
650,,700370.0404141641,2097420.1813768577,650
652,,728144.0164039334,2097761.678761089,652
653,,728120.5419469727,2097764.6010075323,653
657,,730969.9675616072,2097855.6097040586,657
661,,710386.2363425845,2097784.671917701,661
662,,710766.5564296145,2097810.72485739,662
664,,711276.7784251074,2097874.3193249106,664
667,,719454.7812233071,2097972.4941444956,667
670,,711306.7033914378,2097879.4422503747,670
674,,711327.9846568116,2097887.5029707197,674
677,,711302.2780996124,2097890.649205627,677
681,,711323.5977466416,2097898.6532929353,681
685,,711354.6832567205,2097905.9379621074,685
692,,711315.1482106129,2097920.12977024,692
696,,728298.473706218,2098154.5165448207,696
697,,728279.9993706974,2098167.384286616,697
701,,733018.7441652447,2098283.41088531,701
703,,733016.4771997075,2098289.923224639,703
705,,708132.6029702846,2097988.9319427162,705
710,,732971.1754940948,2098302.4094318915,710
712,,710136.8869221113,2098021.448503481,712
717,,710128.1136958986,2098029.900532678,717
722,,733129.6910933789,2098321.957921343,722
724,,733005.2501072418,2098322.1536757406,724
727,,733048.7918972217,2098324.5051134136,727
731,,733075.1023229065,2098338.784965366,731
735,,732999.5728763804,2098338.467660386,735
742,,733042.4523813499,2098343.7166569363,742
745,,711192.666105295,2098080.9194583464,745
748,,733068.2614784734,2098358.6761239823,748
751,,733037.1919610534,2098359.6581201665,751
755,,733062.9371432954,2098374.1577775385,755
760,,733109.02947325,2098382.306295827,760
763,,733030.0499631708,2098381.3017019816,763
766,,733056.0905541898,2098393.8758505564,766
769,,733103.8783302424,2098397.207837645,769
773,,732978.6081920654,2098398.3686043415,773
778,,733089.4180318755,2098438.6323326305,778
784,,728525.164113172,2098408.3913721237,784
785,,728509.7707063067,2098420.5446510706,785
789,,732929.0033083177,2098544.8267256785,789
792,,711165.0943670487,2098315.525725698,792
796,,733025.4424612635,2098621.8911443036,796
797,,711068.79734225,2098416.1195091177,797
802,,711079.8197395679,2098491.5736375563,802
804,,728745.7559779953,2098723.4840874504,804
807,,728726.6038125108,2098735.787636144,807
812,,730640.6031668768,2098770.3070297614,812
813,,711014.3433257281,2098536.8796500564,813
815,,732856.5096077141,2098873.357290661,815
820,,732892.7198117278,2098873.8893780895,820
824,,700316.6841518799,2098514.2675660998,824
828,,710721.4443425005,2098671.1383793987,828
829,,730547.7012763836,2098920.1179378666,829
831,,710713.3516877042,2098679.576901721,831
836,,728924.349204376,2098904.2813156005,836
837,,700313.528066013,2098582.656079745,837
841,,728916.3632807843,2098915.965187978,841
848,,710801.4366134132,2098763.7696933877,848
850,,710940.3358152007,2098775.4441964235,850
853,,718571.2892910028,2098852.287038993,853
854,,718630.8737702569,2098885.0296317227,854
857,,710822.5937168112,2098805.015807407,857
860,,729162.897205497,2099042.6171956006,860
861,,729153.3453144036,2099057.6849021893,861
866,,710906.997159584,2098885.0753093306,866
870,,710913.1857450613,2098892.1870925743,870
871,,710920.1050518791,2098901.3478064686,871
876,,710919.7249939955,2098905.387417527,876
880,,706699.2412613637,2098863.1324831005,880
882,,730520.6567914955,2099155.3925063033,882
883,,706680.0297000954,2098872.295214424,883
885,,710903.9766429536,2098931.9054620247,885
888,,710916.706533587,2098955.779797284,888
890,,718927.5661050195,2099056.0083387475,890
894,,729890.6903535463,2099199.5538842976,894
896,,729951.3765184637,2099207.8053374216,896
898,,730559.2772885663,2099216.419603506,898
900,,730035.8291177535,2099219.2758876625,900
901,,729889.1937080707,2099220.493523609,901
906,,700290.8858745616,2098878.109066235,906
907,,729948.5194437042,2099227.917529121,907
912,,730488.1783334948,2099241.339961307,912
915,,730032.6555313106,2099238.441323776,915
920,,732798.686265133,2099282.474792579,920
922,,730383.7543909156,2099256.2380020916,922
925,,709148.8253765829,2099000.568359047,925
928,,730413.8195834733,2099259.5450978354,928
932,,730443.9807178563,2099262.862841079,932
936,,730478.11053195,2099266.6172552723,936
939,,709130.6405856115,2099009.260897372,939
943,,730695.3645416967,2099276.2647148725,943
945,,709138.5905365117,2099017.3442037646,945
949,,730375.123487325,2099276.5396788903,949
953,,730405.4947039951,2099279.9371937364,953
957,,730436.0601401865,2099283.356531823,957
961,,710975.9166557724,2099046.446846511,961
965,,730469.9340502732,2099287.1461002696,965
970,,730684.784622705,2099308.506266799,970
974,,730715.4532842789,2099323.1073754877,974
977,,730675.2515471745,2099329.084337173,977
982,,730321.9656014051,2099399.299113322,982
986,,730969.2510332043,2099467.544815637,986
987,,730958.2337873499,2099486.694505874,987
992,,732815.8319700419,2099545.7745757587,992
995,,732757.2840673563,2099591.0861855913,995
997,,710908.4289120797,2099422.215944102,997
1002,,730268.140749303,2099708.665158082,1002
1006,,710923.6759979455,2099473.575895343,1006
1010,,707250.5082455174,2099433.977406971,1010
1011,,707234.5054999613,2099449.5170787033,1011
1014,,733039.2227388045,2099824.551377721,1014
1016,,731559.407167992,2099819.63121913,1016
1018,,733052.5374630996,2099849.10610955,1018
1020,,733095.6982001613,2099844.442967413,1020
1021,,731548.5934200431,2099838.250607606,1021
1025,,700211.2163587183,2099479.9214053117,1025
1028,,733065.3469591415,2099872.822281787,1028
1030,,733071.4790548212,2099889.572680276,1030
1032,,700240.6266562797,2099517.1694919616,1032
1034,,733086.3912650817,2099946.0650839396,1034
1035,,730152.6252100834,2099918.5639830045,1035
1039,,732624.3197408302,2099951.90732459,1039
1044,,731786.0730220608,2099956.6086518355,1044
1045,,710902.8300508698,2099702.203591777,1045
1047,,731774.165896029,2099975.501513811,1047
1052,,700781.3058835192,2099611.414439611,1052
1054,,732859.3622863916,2100009.143623894,1054
1058,,732862.9715463659,2100024.653350586,1058
1061,,732832.7704041795,2100028.222339319,1061
1066,,732866.4435354338,2100039.5732461046,1066
1069,,732836.3538348948,2100043.6183785927,1069
1074,,732870.0155947492,2100054.923216302,1074
1077,,732839.7234556446,2100058.0958410706,1077
1081,,732843.4750191686,2100074.2143620104,1081
1086,,732016.7349279507,2100094.87574658,1086
1088,,732029.0353791693,2100102.0490197055,1088
1089,,732004.8848763162,2100113.6916064247,1089
1093,,732018.2962106218,2100121.36761993,1093
1097,,732618.1520115382,2100130.5452849567,1097
1099,,732624.2569899813,2100151.4537474476,1099
1104,,730098.4192491861,2100138.499175491,1104
1106,,732898.9922408427,2100176.953691045,1106
1107,,732634.7272637697,2100178.7642480414,1107
1112,,732651.2151981557,2100188.7669543866,1112
1113,,732600.3756563035,2100188.438344918,1113
1117,,732643.1071139674,2100193.215861341,1117
1121,,710823.5298008401,2099948.072802281,1121
1127,,732672.2571201595,2100234.428892335,1127
1133,,710454.0182955863,2099996.5251101144,1133
1136,,710811.7038773682,2100026.0643764865,1136
1140,,711010.2468469336,2100028.4188102875,1140
1142,,710900.0465635051,2100027.3326965068,1142
1146,,710917.5579326771,2100027.533842517,1146
1152,,711090.5173012177,2100032.8045250718,1152
1154,,711353.604106784,2100036.7688926496,1154
1156,,711009.8538543656,2100039.137753764,1156
1159,,710899.9176166351,2100038.30104859,1159
1161,,710917.4144864307,2100038.589019621,1161
1167,,710811.6613859106,2100038.206805827,1167
1174,,727511.1594462905,2100267.5988155883,1174
1176,,727511.894766045,2100279.008379936,1176
1177,,731898.9905805532,2100346.044757668,1177
1180,,731915.8416998067,2100348.5878666136,1180
1184,,728172.6143064513,2100307.399893496,1184
1186,,710998.1665597726,2100108.0264157634,1186
1187,,725280.6540359847,2099242.665654378,1187
1189,,728167.7657996949,2100320.622179797,1189
1195,,724650.2840183884,2100295.350749757,1195
1198,,731910.4620472565,2100394.1276957765,1198
1199,,731897.4459538376,2100394.1421317216,1199
1203,,707771.9085729374,2100134.2837049477,1203
1206,,707792.8329793373,2100136.674756661,1206
1211,,707770.4016542721,2100147.574438866,1211
1213,,707791.0979112769,2100149.364123795,1213
1219,,729951.5087796103,2100419.6694573592,1219
1224,,733009.403961883,2100475.0904419143,1224
1228,,730004.8956192705,2100468.1581509914,1228
1229,,732951.3117157778,2100532.217525879,1229
1232,,700171.6814325522,2100191.814260209,1232
1233,,700141.1364793332,2100191.592775669,1233
1235,,729870.4424302904,2100544.790599512,1235
1237,,707757.4130778695,2100284.374490382,1237
1240,,707776.3501080154,2100285.5683977045,1240
1243,,707752.2052709052,2100339.886225909,1243
1245,,707771.1077331125,2100340.802401239,1245
1250,,700216.5458526323,2100296.5752652176,1250
1252,,700163.0203048142,2100296.510863252,1252
1255,,700131.9524243725,2100296.4736155625,1255
1259,,700082.7910445742,2100296.4148752782,1259
1263,,700602.3536682359,2100320.097203614,1263
1268,,710914.6280528698,2100439.41262904,1268
1271,,704642.7264675891,2100403.706258185,1271
1272,,705075.272075873,2100373.0959728714,1272
1273,,710861.8616032881,2100487.1689691357,1273
1275,,705075.7035011284,2100441.0224892367,1275
1280,,729806.0929035923,2100786.647106001,1280
1286,,710911.227125832,2100566.49172079,1286
1287,,729800.6865813828,2100800.291280955,1287
1292,,729832.8105065665,2100801.0189950857,1292
1295,,729826.9272578221,2100814.476343561,1295
1299,,732983.9228059235,2100864.714973977,1299
1305,,731698.5614098181,2100864.835138226,1305
1308,,731719.2888015272,2100876.600802103,1308
1311,,731686.6657356593,2100886.4785431735,1311
1313,,731707.0792576994,2100897.8407656383,1313
1317,,707725.7090009038,2100655.9639436025,1317
1321,,710884.6537619007,2100865.417088786,1321
1325,,733050.9979285981,2101157.909864096,1325
1328,,700141.5084057138,2100777.4294400085,1328
1331,,700104.3395650875,2100809.2442049105,1331
1340,,729521.2866907555,2101304.7064770795,1340
1341,,729745.9241694041,2101072.7920083795,1341
1343,,729464.0533419363,2101321.232706094,1343
1344,,729633.4708482759,2101048.136107402,1344
1347,,710852.7927151028,2101172.0899817552,1347
1350,,709016.8209183123,2101223.6513941437,1350
1352,,733253.4126330158,2101522.2766348664,1352
1353,,734063.8713189464,2101567.726545904,1353
1354,,734532.7294338471,2101154.2462516148,1354
1355,,709013.2101840428,2101260.6388093643,1355
1357,,733196.2681735106,2101583.2630796805,1357
1362,,733256.7295862302,2101702.1071642917,1362
1366,,710916.3777077434,2101460.363091126,1366
1369,,733159.6269901486,2101776.0390392914,1369
1372,,727019.1520147701,2101702.1973336004,1372
1373,,710669.0004507849,2101513.2638243847,1373
1378,,733124.6241320703,2101800.9396816418,1378
1382,,733165.3638485214,2101828.2158146594,1382
1385,,726938.1916013279,2101762.9905054756,1385
1387,,726910.4216376384,2101757.5429521296,1387
1389,,733168.8846910845,2101850.487000607,1389
1394,,733262.4662310972,2101862.4800215736,1394
1398,,733376.0492223895,2101866.3833402973,1398
1400,,733297.9758215726,2101881.6513936874,1400
1403,,726902.3323080143,2101799.523852313,1403
1406,,733267.5796737727,2101884.349356493,1406
1412,,733302.9759932172,2101903.035715075,1412
1415,,733272.927427281,2101907.220911933,1415
1419,,710601.5353506795,2101629.83244949,1419
1424,,710813.8194499662,2101638.896257244,1424
1428,,710831.4104794352,2101639.6349021625,1428
1432,,711031.7510433455,2101644.2585966606,1432
1435,,733277.1918494687,2101925.459301023,1435
1437,,733308.5232455151,2101926.7598634716,1437
1441,,710602.3957909824,2101659.4395793155,1441
1444,,710830.9912508108,2101663.155215334,1444
1445,,710812.9697845905,2101663.009269463,1445
1451,,711032.6493877217,2101667.046332216,1451
1456,,733384.6046814346,2101944.725636745,1456
1460,,733312.699799508,2101944.6219750773,1460
1464,,711356.4439369221,2101672.4378807563,1464
1467,,728823.0465687042,2101899.6237024143,1467
1471,,733206.7882172281,2101964.679120291,1471
1475,,733385.2794265352,2101968.4222798683,1475
1479,,733415.6793776185,2101984.63629484,1479
1482,,728837.9837392841,2101927.7646219023,1482
1483,,707666.1592999059,2101688.771757718,1483
1486,,733389.3790639911,2102003.3991434164,1486
1492,,726800.2056231193,2101996.4585668202,1492
1493,,728619.9875573124,2102033.7082364466,1493
1495,,733266.5133705826,2102128.7813541237,1495
1498,,733730.3834248318,2102136.6020743866,1498
1502,,733750.1952857655,2102146.274765834,1502
1503,,734532.7311421863,2101194.7357802354,1503
1505,,733721.2004388387,2102153.23401683,1505
1509,,733740.2761475961,2102163.185032198,1509
1514,,718153.582132505,2101975.7320663147,1514
1516,,723489.5810379513,2102062.1952002663,1516
1517,,717112.9631483512,2101985.3880163264,1517
1522,,728581.648687797,2102208.8676247,1522
1524,,733555.8021166809,2102295.0254697,1524
1526,,723701.3056381522,2102167.127304578,1526
1527,,723691.82281265,2102183.5871818494,1527
1529,,733611.8024726397,2102329.4523112774,1529
1531,,710777.3782282129,2102046.969307713,1531
1536,,728411.2203054907,2102271.790690668,1536
1540,,733578.1390549927,2102361.577706188,1540
1544,,710861.4414777752,2102086.6823823657,1544
1546,,728415.19262785,2102307.337295495,1546
1550,,733581.4689969292,2102386.0755787436,1550
1554,,734532.7828270629,2102451.7827478144,1554
1555,,733468.050979648,2102437.9035021104,1555
1560,,733424.0896582905,2102442.351198701,1560
1563,,734532.7835243256,2102469.6011831723,1563
1565,,733396.7733957344,2102459.281285716,1565
1569,,733396.3199347074,2102459.5623331647,1569
1574,,733428.1636124046,2102461.749660926,1574
1577,,733397.5473874427,2102462.965931058,1577
1581,,733255.2682772519,2102462.7723404933,1581
1583,,733400.734448913,2102478.1480007097,1583
1588,,733432.6140539132,2102482.940892985,1588
1592,,733570.1990067449,2102496.5202328563,1592
1593,,733405.1756095622,2102499.3042540923,1593
1598,,733437.359092047,2102505.534985883,1598
1603,,733409.6980167326,2102521.537234662,1603
1608,,728430.7908162024,2102494.5217399914,1608
1609,,733254.1166148531,2102571.624085998,1609
1613,,733256.5361509877,2102581.559855208,1613
1617,,726512.9842648706,2102490.6252060737,1617
1618,,726542.4845980983,2102496.4375410583,1618
1621,,733278.6530085353,2102643.6504097395,1621
1625,,710809.2307655301,2102371.5468114726,1625
1630,,710827.6044462768,2102407.4498992637,1630
1634,,727985.9070202161,2102693.4962650184,1634
1635,,728151.7018774303,2102585.8624024037,1635
1637,,727898.4200690291,2102735.721539771,1637
1638,,728140.9974472529,2102466.0110780373,1638
1641,,725435.2212001913,2103182.874636952,1641
1645,,730781.961801055,2103287.778569892,1645
1648,,725627.5951957958,2103221.8636493683,1648
1649,,725519.5116132764,2103228.3386913,1649
1652,,730798.7548770321,2103297.161347406,1652
1655,,725536.6120064934,2103237.561073482,1655
1659,,725585.1756234351,2103266.4023736008,1659
1664,,725638.1960936323,2103298.3614406716,1664
1667,,725533.6596888122,2103317.5568058677,1667
1673,,733482.5025800926,2103425.4684117604,1673
1676,,733514.107370248,2103460.50715087,1676
1678,,726593.5644125468,2103398.5535507724,1678
1680,,726674.716659108,2103399.8286870364,1680
1684,,726767.3641121897,2103400.043323042,1684
1687,,727379.6014470459,2103427.040395042,1687
1688,,727533.212470654,2103155.1906734835,1688
1692,,727269.6009053211,2103515.900422357,1692
1693,,727261.6356519603,2103527.8741577026,1693
1696,,727301.3232312911,2103535.3058901317,1696
1699,,727292.8225572779,2103547.0680211447,1699
1704,,727328.427026998,2103551.886210082,1704
1707,,710803.8668392197,2103352.728641676,1707
1709,,727320.0475678693,2103563.8236929625,1709
1713,,726708.45648209,2103557.6897751484,1713
1716,,710822.1323250935,2103380.557560971,1716
1717,,727241.4193903684,2103622.0410556234,1717
1719,,726723.9503759424,2103615.820835341,1719
1722,,727260.5754874526,2103647.117814772,1722
1723,,726697.6223232077,2103657.8335915506,1723
1726,,730702.6435575277,2103744.4073382765,1726
1730,,730721.0120347991,2103754.576016348,1730
1733,,730695.1498889918,2103756.6174772233,1733
1737,,726756.2304681398,2103706.7266808655,1737
1738,,726708.8588667765,2103657.878144067,1738
1741,,730713.1560427392,2103767.2028040364,1741
1745,,733452.368349159,2103805.469784053,1745
1750,,733565.0761822074,2103809.069553083,1750
1754,,726797.4940796884,2103734.837024737,1754
1756,,726813.8340279415,2103765.8095917385,1756
1757,,726804.076520998,2103793.8405716754,1757
1761,,726823.5138279778,2103829.222305244,1761
1765,,726982.9539457703,2103834.956062127,1765
1768,,726879.9134001104,2103874.539116107,1768
1770,,726925.8908832378,2103879.123078877,1770
1771,,726862.91968711,2103892.21909249,1771
1774,,726901.0361337605,2103909.488022428,1774
1775,,710770.3018061564,2103730.8204039596,1775
1779,,726886.8505174712,2103926.3502003774,1779
1782,,710858.2282946516,2103740.4027898405,1782
1785,,726866.2959545571,2103969.8118965942,1785
1788,,726964.648511549,2104008.227913074,1788
1791,,726950.8215239411,2104027.582421299,1791
1796,,726985.1444819192,2104040.0350944344,1796
1800,,727115.4607717388,2104049.6943476275,1800
1801,,726971.0197561798,2104059.544660885,1801
1806,,728488.1516849136,2104090.131287433,1806
1808,,732307.9531332437,2104184.628742926,1808
1810,,727066.1187718404,2104165.6653350815,1810
1811,,727049.7825491292,2104184.063147798,1811
1814,,727077.5558650945,2104185.064219268,1814
1815,,727081.8360795613,2104142.125116769,1815
1818,,728447.3566745892,2104208.1143125333,1818
1822,,728459.5513685904,2104215.270724943,1822
1825,,728436.5620152332,2104226.0719270706,1825
1829,,728448.7750832982,2104233.2618759573,1829
1833,,727069.3613735341,2104218.5267954767,1833
1834,,727028.0917750581,2104207.1272335257,1834
