ID,Label,x,y,nodeid
5155,,727998.1820923169,2113100.5892037842,5155
5159,,728241.4455017607,2113088.6377691757,5159
5160,,728047.4677408203,2113104.9114933293,5160
5162,,727947.1528661947,2113105.5819755755,5162
5168,,728019.3537797104,2113110.4013382364,5168
5172,,728010.9779956965,2113111.889495814,5172
5173,,702497.0297854539,2112813.4134916775,5173
5177,,728000.2484465268,2113113.3469769806,5177
5182,,727970.9476493333,2113116.3485963885,5182
5185,,704104.8872384268,2112839.5340643506,5185
5188,,728025.5367242924,2113141.2554386407,5188
5191,,728010.8842875798,2113161.680623101,5191
5196,,722276.8466706704,2113110.640468428,5196
5199,,703871.3879299299,2112918.054555172,5199
5201,,715041.9698805634,2113043.8996599037,5201
5204,,715047.3768644566,2113054.7195688,5204
5207,,722220.6634233162,2113156.408413956,5207
5211,,731904.1667010153,2113284.414964156,5211
5212,,731876.4332151248,2113218.603395231,5212
5216,,703990.8370605955,2112961.9641847666,5216
5218,,728051.0114974219,2113246.4390582778,5218
5219,,728036.2227510458,2113252.8229298573,5219
5224,,703795.7794762868,2112973.191015415,5224
5228,,725049.0584147337,2113226.250327075,5228
5231,,703777.7304982315,2112979.4544617347,5231
5235,,725030.8942399267,2113236.421722932,5235
5240,,725054.3378630226,2113238.127704028,5240
5243,,725036.9861868449,2113247.0896913167,5243
5248,,703810.9257741731,2113001.6790018044,5248
5251,,703794.9712725828,2113010.156414015,5251
5256,,703821.2106514078,2113021.0234710295,5256
5259,,705641.1501479021,2113047.267991537,5259
5261,,703805.0889128807,2113029.56256566,5261
5266,,702675.7321113911,2113018.122906046,5266
5269,,710587.2190009429,2113108.436253503,5269
5270,,710590.404572346,2112598.24905055,5270
5273,,703496.6961804223,2113044.3881264254,5273
5276,,728083.0693968979,2113333.5878305323,5276
5277,,728071.3662365756,2113337.81607892,5277
5282,,702604.5542892125,2113041.143739255,5282
5286,,702685.0933293727,2113064.69378764,5286
5288,,705695.701273674,2113097.344755685,5288
5289,,720847.5877046454,2113152.88700716,5289
5290,,721877.7851144505,2113285.013142664,5290
5292,,703714.397782922,2113077.9495988544,5292
5293,,722253.2140261407,2113291.88307189,5293
5296,,722275.4845832847,2113295.929902021,5296
5297,,722254.378054521,2113296.333342826,5297
5301,,705687.7838397326,2113105.4105478153,5301
5306,,728101.8632423857,2113378.3681149352,5306
5307,,721876.6498298608,2113300.9679793045,5307
5308,,720838.5570025616,2113162.7567660753,5308
5311,,722257.7899514469,2113308.5741552114,5311
5313,,722280.1072640467,2113308.85115513,5313
5317,,728090.0610171906,2113383.0054475497,5317
5324,,702714.6991736902,2113092.7035202608,5324
5325,,710584.0227955288,2113178.452077115,5325
5328,,703676.7255435577,2113104.6553003006,5328
5329,,702580.7935850857,2113093.903180694,5329
5333,,703588.3835607771,2113116.145958638,5333
5335,,705727.9841855257,2113146.0185739826,5335
5339,,703243.7299891883,2113121.825628508,5339
5340,,703568.0064695544,2112992.873701643,5340
5343,,702882.1018460357,2113071.0519838072,5343
5344,,702918.032692014,2113135.1774625517,5344
5346,,703201.0323025719,2113045.6333965603,5346
5348,,710646.9275531027,2113225.6562441178,5348
5349,,710654.8368002754,2112598.30715405,5349
5352,,703557.950313247,2113151.9105883837,5352
5356,,702806.8528416187,2113162.664273305,5356
5358,,702860.3496989887,2113073.231186416,5358
5360,,728138.2232806651,2113464.209101664,5360
5364,,702831.424109078,2113174.211097097,5364
5369,,703196.2335246854,2113189.3903630376,5369
5374,,702707.3123655574,2113186.8412218634,5374
5376,,728173.7681887599,2113485.7861915175,5376
5377,,703167.8262053,2113192.4312812444,5377
5382,,718122.1284689382,2113360.8043973763,5382
5383,,718156.0526704725,2113081.4233890604,5383
5386,,697447.0521509888,2113139.4570793957,5386
5387,,702594.2738791287,2113193.1151182707,5387
5393,,702523.2481254657,2113203.897634482,5393
5396,,701348.413051162,2113193.936531054,5396
5397,,701292.5464634491,2113195.868104961,5397
5399,,697445.6376423535,2113157.307857102,5399
5402,,702711.064095356,2113215.763510043,5402
5406,,714390.0300472061,2113345.1600687075,5406
5408,,697514.692534816,2113168.2597696297,5408
5410,,702711.7758888616,2113221.250913525,5410
5413,,702679.6540103721,2113226.6406637374,5413
5418,,702629.0288603747,2113231.1278135236,5418
5421,,702624.9286773864,2113231.4912439752,5421
5425,,703146.6924437566,2113238.4210277926,5425
5429,,702599.7908508664,2113233.7194180824,5429
5433,,703122.8308080115,2113240.177934276,5433
5437,,702629.8363063502,2113237.206322938,5437
5441,,714421.3939554181,2113369.1225890927,5441
5445,,702527.9536123663,2113240.3620674126,5445
5449,,718097.279939023,2113423.051304104,5449
5450,,718062.4587758476,2113041.9316459782,5450
5454,,702715.8555845651,2113252.7015868276,5454
5457,,702396.7410526028,2113250.8745654654,5457
5459,,702646.6469234967,2113254.351026047,5459
5464,,702632.1596102335,2113254.696361549,5464
5467,,702602.7363064557,2113255.3977933954,5467
5471,,702530.1173081717,2113257.1293582823,5471
5476,,714390.1925232029,2113388.510517126,5476
5479,,703120.2395094802,2113264.7761278376,5479
5483,,697789.9996820852,2113156.4730325993,5483
5484,,697946.890771466,2113212.5464343596,5484
5485,,703102.5336571882,2113266.3681002837,5485
5490,,702423.7890880313,2113259.6656703427,5490
5493,,702199.2741696958,2113265.0931719746,5493
5498,,701846.6903108648,2113264.2306416985,5498
5502,,697989.5651089227,2113225.252135163,5502
5504,,698104.9738293813,2113177.0148725994,5504
5505,,701822.8959362686,2113265.9461742416,5505
5510,,703196.7877628459,2113280.7153693736,5510
5514,,714388.6258453145,2113404.7051018476,5514
5518,,702719.2417241286,2113278.8057513293,5518
5521,,702677.9273221067,2113280.0521564484,5521
5525,,697423.2866700662,2113226.838127861,5525
5528,,702649.2754696832,2113280.916649841,5528
5530,,702635.7067802155,2113281.39990367,5530
5534,,701846.9405298317,2113273.9176199418,5534
5537,,702681.0686084116,2113282.5786694232,5537
5542,,702620.1269801254,2113281.9548070338,5542
5543,,702606.2858846419,2113282.119636735,5543
5547,,701822.9724137702,2113274.3890603147,5547
5551,,702606.4217080597,2113283.3377422728,5551
5555,,702719.9951155599,2113284.613758629,5555
5559,,702533.4540688044,2113282.9872907903,5559
5564,,702476.3299381385,2113284.142944984,5564
5567,,702534.3737653017,2113290.114423735,5567
5571,,701373.7423069212,2113278.786160076,5571
5576,,702491.3955365282,2113292.1078322083,5576
5579,,701105.9483256896,2113280.1148940697,5579
5580,,701714.7089209305,2113195.2388469838,5580
5584,,703256.4434674416,2113306.633351246,5584
5585,,703657.5183386768,2113134.117051916,5585
5588,,714341.3261371113,2113429.417730253,5588
5590,,701847.6120471399,2113299.9148766845,5590
5593,,701823.2085961228,2113300.4630783964,5593
5597,,699336.1422872706,2113248.1813032143,5597
5598,,700219.6654466062,2113284.1547932234,5598
5601,,703065.6022154603,2113313.5281227157,5601
5605,,703071.8139872804,2113314.1134617776,5605
5610,,703124.8824983796,2113317.2360193897,5610
5615,,702723.781038364,2113313.7998929713,5615
5620,,701485.6938569637,2113303.7032344025,5620
5621,,701823.2888123558,2113309.3188436516,5621
5623,,701847.88050172,2113310.3079354167,5623
5628,,698237.5554184064,2113275.0223548952,5628
5634,,702538.5344196436,2113322.357569691,5634
5638,,700867.4433947105,2113306.9565978404,5638
5639,,697516.8131871347,2113277.0884760264,5639
5642,,697537.6095875007,2113277.482851194,5642
5644,,698623.4413621824,2113289.35843488,5644
5648,,698237.2747213916,2113286.338658843,5648
5651,,697596.8528407692,2113288.571071243,5651
5655,,702231.6327148033,2113336.7204207033,5655
5660,,699758.1787865841,2113312.372473074,5660
5661,,714374.0208340518,2113473.6338211484,5661
5665,,703035.6642375315,2113351.441993039,5665
5669,,714222.5833834233,2113476.0241630822,5669
5672,,697550.0384886552,2113302.9373146743,5672
5676,,698394.5179538478,2113312.6076859217,5676
5678,,698236.6361533888,2113312.08259381,5678
5681,,697532.7036257936,2113308.329539027,5681
5685,,714229.807797706,2113487.873857362,5685
5690,,698236.3816084897,2113322.344620468,5690
5694,,697487.5323995183,2113320.955919856,5694
5698,,697560.2316899195,2113323.591198709,5698
5702,,728236.3298585942,2113676.1222615186,5702
5704,,703034.4492562395,2113380.325660132,5704
5708,,697561.689484979,2113326.5450511556,5708
5711,,703003.5835499096,2113383.5134142637,5711
5715,,697543.4357199625,2113329.282445099,5715
5719,,728223.4266299815,2113681.7873926423,5719
5725,,697544.3162882446,2113331.0016355067,5725
5730,,710623.7648962622,2113469.3627975266,5730
5732,,710597.8629807146,2113470.016408846,5732
5736,,702037.2444006362,2113377.843840901,5736
5737,,710583.9909193999,2113470.364755666,5737
5741,,710569.4405936013,2113470.7301556673,5741
5745,,733093.8706600198,2113750.71442559,5745
5748,,733106.3275089237,2113751.226619156,5748
5752,,711064.6184635723,2113478.4375550225,5752
5753,,710100.280538695,2113461.1692385115,5753
5754,,710499.4642256876,2113472.2371089645,5754
5760,,711154.014109425,2113480.565930305,5760
5762,,728241.9728463261,2113689.29257112,5762
5763,,697519.8090270236,2113337.2883140557,5763
5768,,699250.0635003721,2113356.87552817,5768
5770,,734533.0500942132,2113679.4621017687,5770
5772,,702619.5571807758,2113392.4003191553,5772
5775,,728228.3901460383,2113694.571864525,5775
5781,,701699.0507950574,2113386.5892404653,5781
5784,,731747.3213640075,2113742.693371022,5784
5788,,710131.0528852462,2113476.838728208,5788
5789,,731729.1466648303,2113742.660941474,5789
5794,,711845.9471594901,2113499.4207512774,5794
5795,,733093.9509250268,2113765.5979481116,5795
5797,,733106.3843204922,2113765.7659484725,5797
5802,,697574.2738185093,2113352.044099627,5802
5806,,697574.5653390272,2113352.634795837,5806
5807,,734533.0502292183,2113693.1866774447,5807
5810,,697565.4606863956,2113354.329802498,5810
5814,,730990.36766716,2113743.100335125,5814
5817,,730977.4732143665,2113743.0508476887,5817
5821,,697557.539048736,2113356.817368921,5821
5826,,707555.9692142563,2113461.150045639,5826
5827,,708077.9471477524,2113466.386182755,5827
5830,,712922.5708855058,2113521.9502351675,5830
5834,,712941.5081772158,2113522.500036329,5834
5838,,731776.988014445,2113758.582469631,5838
5839,,731728.5695899581,2113758.467131775,5839
5841,,731748.2375290233,2113759.0407318287,5841
5848,,708316.0231853169,2113477.76171303,5848
5851,,698022.4249497047,2113369.9927236643,5851
5856,,706107.3001558004,2113453.944779752,5856
5858,,729869.8887935791,2113742.669610819,5858
5862,,729891.1339307891,2113743.1160835363,5862
5867,,730984.1570495017,2113758.7872603107,5867
5874,,697583.8823312676,2113371.5134826116,5874
5875,,697627.4370364586,2113360.2223265823,5875
5877,,706017.5628136308,2113459.133158041,5877
5882,,708745.3296029194,2113492.1393790524,5882
5884,,697989.8892118464,2113379.4014861714,5884
5885,,702551.7456962129,2113426.656628631,5885
5887,,697567.4622726521,2113376.1912852097,5887
5891,,712922.447308013,2113540.9117138796,5891
5895,,712941.4783355232,2113541.462589912,5895
5901,,708323.0921669198,2113491.5902955923,5901
5907,,706022.7233262557,2113471.087550182,5907
5911,,709549.3614613339,2113509.8087324314,5911
5916,,731747.157281217,2113784.41057612,5916
5920,,702657.4498718603,2113438.4667700864,5920
5924,,729890.6668394763,2113762.8939151242,5924
5928,,697521.7397685677,2113389.4933878947,5928
5930,,714369.5245076732,2113570.924802948,5930
5931,,729869.6095874085,2113763.847161986,5931
5937,,709387.8716210279,2113517.506672533,5937
5939,,713982.3296525109,2113570.495669201,5939
5940,,714035.4277884128,2113571.3209393434,5940
5946,,714062.6976170109,2113572.257680388,5946
5952,,713661.3910651358,2113568.4064332787,5952
5957,,709549.2231601186,2113524.777854003,5957
5966,,697599.6994136296,2113403.5392770395,5966
5967,,697584.1921028339,2113408.852636112,5967
5969,,713993.4633622193,2113595.4426579922,5969
5973,,698133.154159536,2113429.3874099795,5973
5976,,718118.6430939932,2113659.2917913888,5976
5977,,705940.053077237,2113523.748542987,5977
5980,,705945.4517309576,2113530.127619682,5980
5981,,702560.5192863782,2113494.4887976144,5981
5985,,697227.7589494459,2113448.7980264165,5985
5986,,697396.2347057259,2113250.190701738,5986
5990,,710622.9355385078,2113605.8418303058,5990
5994,,697751.2937806561,2113476.1577465422,5994
5995,,684941.1217063884,2113366.773958504,5995
5998,,702774.6410094535,2113537.4694256987,5998
6002,,702780.2785366719,2113550.2490410656,6002
6008,,702717.856478037,2113565.3944919575,6008
6012,,702675.7562008543,2113568.2059079856,6012
6013,,718094.943884284,2113743.0660998,6013
6016,,702794.3783979344,2113575.1539983973,6016
6018,,702722.6959985199,2113579.2447452657,6018
6022,,697249.4936425111,2113525.0958346203,6022
6023,,697506.594748032,2113526.850014765,6023
6026,,702681.1715881272,2113583.192217525,6026
6030,,702676.596075929,2113585.412047783,6030
6034,,702684.6389130529,2113597.0454470105,6034
6038,,702678.0642656442,2113600.170573104,6038
6041,,702646.3461518367,2113600.088012919,6041
6045,,702648.14902827,2113614.7422637343,6045
6049,,697116.1288910599,2113559.7647601087,6049
6052,,697660.9074834216,2113569.187073918,6052
6053,,697699.8396174976,2113492.059331013,6053
6055,,697645.6135147928,2113570.0335377418,6055
6056,,697589.2680118176,2113519.3517778795,6056
6059,,702603.3447540941,2113620.9506816436,6059
6063,,702576.9067819214,2113621.169893639,6063
6066,,702624.0411661568,2113627.283121731,6066
6068,,713733.2234046928,2113751.4460718296,6068
6069,,702578.7890512063,2113632.864313755,6069
6073,,702605.117997311,2113635.7640693095,6073
6077,,702605.3917080892,2113638.0506092813,6077
6081,,710582.3588767183,2113725.162732564,6081
6085,,702563.6358834987,2113640.216185199,6085
6088,,697720.280879793,2113596.2792055346,6088
6089,,702580.9958658082,2113646.5751515105,6089
6093,,702581.8147791569,2113651.6630330216,6093
6098,,713734.5648418514,2113774.1504787225,6098
6099,,702582.8960822951,2113658.3814352322,6099
6101,,697013.6354391421,2113612.6152033247,6101
6103,,713609.276726983,2113797.766873762,6103
6104,,713609.3341282854,2113772.4614125416,6104
6108,,697125.264558442,2113623.3074421436,6108
6110,,697051.6483813014,2113665.36407274,6110
6111,,702591.1075569284,2113727.143003041,6111
6112,,702544.1527618688,2113692.0997565575,6112
6115,,702666.3640219867,2113747.7436264697,6115
6118,,728403.7892600716,2114050.849013459,6118
6119,,728408.8729979247,2114097.5362121593,6119
6123,,731617.2400175186,2114144.5081470218,6123
6125,,702155.7529239393,2113796.5951995663,6125
6128,,718152.9385929101,2113982.1856488753,6128
6130,,728432.9798644619,2114114.351893982,6130
6131,,731582.9766480173,2114156.182480052,6131
6133,,718054.5359240592,2113992.538921483,6133
6136,,696992.3762340528,2113783.1025081836,6136
6137,,696726.6102458753,2113788.739634281,6137
6140,,702247.4083586322,2113849.976311218,6140
6141,,728442.5845053375,2114171.034320701,6141
6146,,728474.728245728,2114207.2397114877,6146
6148,,702001.9387780384,2113906.442117762,6148
6151,,701987.8206191624,2113913.155652782,6151
6156,,702005.8320346882,2113915.2041129656,6156
6159,,701991.9436621378,2113921.5854232274,6159
6164,,718115.0100088315,2114108.5169929396,6164
6165,,718066.7323633487,2114125.0937096886,6165
6167,,710555.3005032246,2114041.30607602,6167
6170,,697004.0523561313,2113904.8663437273,6170
6171,,728489.1913320634,2114268.865029577,6171
6175,,731504.3154681728,2114343.69001979,6175
6178,,713000.975363147,2114118.351568658,6178
6182,,710597.2560605292,2114091.3577350955,6182
6186,,731524.5370343742,2114351.878038645,6186
6190,,728524.8244209846,2114314.309469808,6190
6191,,712986.3544307267,2114125.8356083445,6191
6196,,713007.2871936798,2114132.1749090683,6196
6199,,712993.1338385984,2114139.77510261,6199
6203,,728529.6821608945,2114355.9812857863,6203
6208,,712922.6126058754,2114177.6463469807,6208
6209,,696575.8891708043,2114023.738615919,6209
6213,,703191.3979844984,2114095.9780779313,6213
6214,,703011.0809819538,2113471.9473959412,6214
6216,,703206.9508079463,2114100.8429275826,6216
6217,,703040.2825685814,2113457.7147736847,6217
6220,,712934.7342017194,2114215.5670112055,6220
6221,,703196.6700496931,2114112.789211316,6221
6226,,701620.1746177616,2114097.2751087733,6226
6227,,701931.2672080782,2113983.830064865,6227
6230,,710596.5218383446,2114202.687110735,6230
6231,,701578.6389377334,2114105.8290306088,6231
6232,,701807.0442287042,2113972.121466048,6232
6235,,729864.165994667,2114439.912202608,6235
6238,,729883.473079359,2114440.721282957,6238
6241,,729863.725362423,2114451.9940866064,6241
6243,,729883.4060156262,2114452.9189941995,6243
6247,,712774.4782026043,2114243.92746469,6247
6251,,717975.3784281106,2114306.532179637,6251
6252,,718017.2209432684,2114156.2163007203,6252
6256,,702771.8102972362,2114154.007590931,6256
6259,,728575.7381309485,2114465.704427259,6259
6262,,693857.8574395878,2114084.7924860734,6262
6264,,731495.5340027874,2114518.1909784228,6264
6266,,730642.931811242,2114508.8305860274,6266
6270,,728600.070955093,2114484.519614486,6270
6273,,733075.0162428108,2114547.2000304814,6273
6276,,733099.4872065863,2114547.5306769256,6276
6278,,734533.0562580796,2114558.2169626113,6278
6281,,728587.8912590748,2114490.8591153882,6281
6285,,730638.8338602314,2114522.9709757604,6285
6290,,728607.0413132522,2114499.382074807,6290
6293,,733075.2618528517,2114563.7269856725,6293
6295,,733098.9826753875,2114564.0474965926,6295
6299,,734533.0563092818,2114568.9814840555,6299
6301,,728594.696007784,2114505.4754612446,6301
6305,,728555.0343846831,2114507.9629472066,6305
6310,,731520.4536727238,2114548.1220616885,6310
6314,,731495.9755409801,2114548.338682331,6314
6317,,731473.1665485541,2114548.5554029383,6317
6323,,718045.6631658033,2114385.110885648,6323
6326,,718047.5529591292,2114385.3601896875,6326
6329,,703703.3575068295,2114225.4663397036,6329
6331,,718046.1177241555,2114387.700496886,6331
6336,,731521.9859770939,2114559.07694206,6336
6338,,731495.9579480796,2114560.193293741,6338
6341,,731473.420207204,2114561.1677084863,6341
6346,,731444.173819111,2114562.4186620787,6346
6348,,703721.1556631459,2114234.347784292,6348
6354,,693857.6379380415,2114137.353255175,6354
6355,,693787.191538237,2114138.944376942,6355
6360,,693918.1787656307,2114141.035229277,6360
6363,,703703.1888204352,2114241.4886661414,6363
6368,,731495.3461076962,2114593.376541244,6368
6374,,726637.9891513706,2114536.747417189,6374
6377,,731473.8380883669,2114607.8386966735,6377
6382,,727014.3763275916,2114552.971781086,6382
6384,,726637.7471316172,2114548.277441796,6384
6389,,717848.1648741578,2114452.27783636,6389
6393,,728643.4317911319,2114590.83668028,6393
6396,,693857.2335645795,2114213.8006633203,6396
6398,,718216.8870633687,2114498.5037671123,6398
6399,,718170.9060428832,2114251.0997421164,6399
6402,,693857.0798130553,2114242.8673691023,6402
6403,,728645.486416431,2114640.3011902273,6403
6406,,731494.1990340285,2114684.219097931,6406
6407,,731474.6871495333,2114684.73494309,6407
6411,,696349.4765801617,2114283.748527987,6411
6412,,696390.0452792908,2114207.3635235373,6412
6414,,696401.9490879389,2114288.9918375053,6414
6417,,693057.7643705198,2114264.4091047123,6417
6421,,702664.4970702486,2114364.9201998264,6421
6426,,717858.2748561017,2114552.4815293774,6426
6428,,696496.3539285536,2114321.1810341906,6428
6432,,696523.9620711174,2114336.990267709,6432
6435,,692707.18016569,2114302.188670013,6435
6437,,693856.7018109246,2114314.328035144,6437
6438,,693804.3202147977,2114310.613131322,6438
6441,,693924.1766406294,2114318.408822309,6441
6444,,696689.3143901926,2114352.2898829933,6444
6448,,696688.3840769699,2114352.723919766,6448
6452,,692845.6526341212,2114317.698130831,6452
6455,,717614.144172965,2114582.776438834,6455
6458,,701137.5061941221,2114400.700453976,6458
6459,,701287.4056846083,2114305.930324087,6459
6462,,694664.461679306,2114337.3056822084,6462
6466,,728743.7250814368,2114725.555638911,6466
6468,,696684.0727053228,2114363.9974529594,6468
6471,,728732.0758703591,2114732.9332187343,6471
6476,,692682.8251922738,2114336.402480215,6476
6478,,717645.8746662913,2114603.3381921314,6478
6479,,717394.8215403494,2114597.7921750695,6479
6481,,694620.8504975049,2114358.699099196,6481
6485,,710572.9022632007,2114524.9460921045,6485
6489,,718154.6536834724,2114620.961381277,6489
6494,,696589.2834844999,2114390.6677898243,6494
6497,,693855.3257604254,2114374.107946174,6497
6503,,696367.2081956139,2114398.49590265,6503
6505,,696363.9631243866,2114415.1416309606,6505
6509,,696361.4392045534,2114416.690681925,6509
6513,,696356.4532939396,2114453.663829336,6513
6517,,696348.2729280668,2114458.2159638833,6517
6522,,717353.4487504421,2114693.888675824,6522
6524,,696644.8745217475,2114470.2626438625,6524
6527,,696351.4208355515,2114479.478339011,6527
6531,,696340.1727210974,2114483.7634846196,6531
6535,,691468.5662156981,2114445.779742591,6535
6540,,695255.9296908301,2114485.5708433446,6540
6542,,698713.780505842,2114528.168034766,6542
6544,,728842.4472367483,2114886.2602468375,6544
6545,,728831.2920326939,2114893.1562832575,6545
6550,,728852.5004526379,2114902.671362983,6550
6552,,710612.4181531247,2114686.8403666355,6552
6555,,716730.7657364238,2114758.149565803,6555
6556,,716930.7922384265,2114688.8619743325,6556
6559,,700954.482026734,2114591.4437738936,6559
6560,,701098.8960699524,2114389.325683603,6560
6565,,702612.0976721103,2114615.3042078037,6565
6570,,691204.0074834842,2114504.882479865,6570
6572,,716724.7356082821,2114779.5695518777,6572
6573,,717021.3738135465,2114754.4120153636,6573
6575,,698754.1387443654,2114586.1036706865,6575
6578,,718318.4142253482,2114818.56820588,6578
6582,,696601.1404737864,2114582.273794012,6582
6583,,695837.958188761,2114577.82363306,6583
6587,,728869.9093292829,2114955.33096873,6587
6596,,702675.6952199847,2114665.281145895,6596
6599,,695581.5684178941,2114594.5388748497,6599
6601,,702642.89070557,2114668.421258118,6601
6606,,695871.2421419559,2114604.1739273183,6606
6611,,702806.9964637426,2114748.9444897715,6611
6614,,702821.6118872726,2114755.506709436,6614
6617,,702799.2961641123,2114768.015399413,6617
6619,,702815.4560145116,2114774.8264960963,6619
6624,,728967.918036256,2115089.9780496135,6624
6625,,728957.6659979428,2115095.222342925,6625
6629,,696262.993255169,2114723.65825345,6629
6634,,714357.527617451,2114920.8149704486,6634
6635,,700783.1433813677,2114788.154085828,6635
6638,,714357.170073471,2114943.5330766365,6638
6640,,716292.2534225116,2114982.0487765446,6640
6642,,700769.4685978717,2114819.67404278,6642
6643,,716256.018663104,2114991.0470044985,6643
6645,,700684.0876721343,2114866.2630137987,6645
6647,,710547.4972494937,2114972.1515033264,6647
6650,,702650.4844769564,2114926.770388361,6650
6651,,702025.36393986,2114921.295407284,6651
6654,,702040.9248672229,2114921.6894748844,6654
6657,,702559.0276220902,2114927.5364661943,6657
6660,,696585.035897071,2114876.416354103,6660
6663,,702024.9882095627,2114935.8406097945,6663
6665,,702040.8209161488,2114936.248662308,6665
6669,,716106.8054379881,2115096.965779811,6669
6672,,702672.5599685131,2114954.3466623984,6672
6676,,702645.4559233012,2114954.9292039163,6676
6680,,702615.8530935474,2114955.046401156,6680
6683,,702587.0019598848,2114955.0887962803,6683
6687,,702553.6896552672,2114954.8159885164,6687
6691,,702506.7420316109,2114954.781932,6691
6698,,698139.0573081711,2114915.982595807,6698
6699,,698129.628816958,2114920.2689133063,6699
6701,,696220.2241737602,2114902.572700683,6701
6704,,702611.193552713,2114977.667882886,6704
6705,,702642.4862543126,2114978.0638100766,6705
6711,,702582.6008007114,2114977.664143393,6711
6715,,702517.3840682928,2114977.3264377248,6715
6717,,702548.1332588213,2114977.8571685124,6717
6724,,700676.0995435739,2114966.184590146,6724
6726,,710588.3548835434,2115079.5452782307,6726
6727,,729090.6039309935,2115314.0438099243,6727
6730,,716155.7441151891,2115162.7821610216,6730
6731,,702540.3046148678,2115013.815973934,6731
6735,,715984.2254870654,2115166.9931768235,6735
6737,,729063.4274079074,2115355.041008873,6737
6740,,698181.5059382846,2115014.589981945,6740
6742,,698202.0285524937,2115018.564902993,6742
6744,,696555.7506397716,2115032.4953904245,6744
6746,,715988.1170571739,2115259.8300700244,6746
6749,,715971.9520414388,2115276.265390249,6749
6753,,696310.6007133278,2115073.5095142964,6753
6758,,715987.8346108623,2115285.8407863528,6758
6761,,700129.0707975399,2115115.5475789774,6761
6763,,715971.8211879217,2115302.9702564403,6763
6767,,700479.6013305588,2115137.7252180483,6767
6768,,700638.5394513328,2114916.453340173,6768
6772,,700490.4212086557,2115143.26940698,6772
6773,,700661.6204175885,2114981.0514061246,6773
6776,,729213.829338232,2115487.2611579765,6776
6777,,729201.227754628,2115491.509465074,6777
6782,,696386.8582604434,2115140.5136522576,6782
6786,,707541.2570009435,2115260.316117594,6786
6788,,700287.2161364679,2115188.7047053147,6788
6790,,700297.4074069208,2115193.366167551,6790
6791,,700282.2713547157,2115198.257598823,6791
6795,,700296.4316855132,2115206.319620967,6795
6799,,714076.0032631516,2115371.485835608,6799
6803,,715978.7608685276,2115396.1482725274,6803
6808,,718586.5018672119,2115428.2553544603,6808
6809,,718513.0405866887,2115190.38834304,6809
6811,,700271.6023459921,2115228.544779379,6811
6814,,700286.5600867847,2115233.7980787624,6814
6817,,718567.1323270011,2115440.553277664,6817
6818,,718432.7033957356,2115217.567091631,6818
6822,,700390.6132618543,2115239.258536212,6822
6826,,700402.8625197945,2115245.289879717,6826
6829,,700382.3073187273,2115248.810570838,6829
6833,,700394.658558198,2115254.840150494,6833
6838,,700456.2289185898,2115271.689376978,6838
6839,,707588.2754226751,2115350.7644595355,6839
6842,,700470.4718473132,2115278.987179039,6842
6843,,700355.419256741,2115279.7326640766,6843
6845,,700448.6404452916,2115281.1930845417,6845
6849,,710564.3795399624,2115391.8864880875,6849
6854,,700367.3599133159,2115286.618814811,6854
6855,,700463.9053464092,2115288.490330128,6855
6860,,700450.0472484513,2115305.980858201,6860
6863,,707627.767406732,2115397.1502350196,6863
6867,,700413.025743312,2115327.593449859,6867
6870,,700424.3315169088,2115338.798018666,6870
6873,,710560.0927103793,2115461.3800248597,6873
6878,,700431.4157161347,2115363.111430628,6878
6879,,700646.6582220141,2115413.879677331,6879
6883,,689124.2482299684,2115317.952908924,6883
6886,,702579.4792889815,2115456.731631061,6886
6890,,715672.6313611366,2115603.081661284,6890
6891,,715852.8913346952,2115463.255226085,6891
6894,,718682.9070014127,2115644.7748976387,6894
6896,,710602.3864789328,2115565.928990664,6896
6900,,689124.9835819467,2115356.882521592,6900
6901,,715607.2984575903,2115639.830201002,6901
6902,,715760.2382813257,2115440.652198512,6902
6905,,718700.8139614897,2115738.2535269298,6905
6908,,704155.7282049494,2115605.470937008,6908
6910,,705515.5640812415,2115346.9706285223,6910
6911,,704144.242487582,2115612.5907816403,6911
6916,,704162.3150487713,2115620.954778919,6916
6917,,705517.1552741798,2115364.730645826,6917
6919,,702566.3116512089,2115605.6458760817,6919
6923,,704151.2910932569,2115627.857702201,6923
6928,,712082.4018984413,2115727.9102636315,6928
6934,,731480.5119416936,2116016.36323902,6934
6936,,729522.5701092947,2115992.11484248,6936
6937,,731462.7087759667,2116019.0199959576,6937
6941,,729513.0717392009,2115998.566043623,6941
6945,,706836.7616091038,2115728.792776171,6945
6946,,706840.6257844628,2115121.925132366,6946
6947,,699981.2372273974,2115665.8261754755,6947
6951,,707939.7177186218,2115754.2154110074,6951
6954,,699975.3916121279,2115705.987674186,6954
6956,,713548.9447009854,2115866.549358286,6956
6958,,699960.6047265208,2115720.9078291804,6958
6961,,710532.2118438213,2115836.1440712437,6961
6965,,718760.8882589791,2115942.5812779684,6965
6968,,718856.8350811899,2115947.7309783883,6968
6969,,709533.4257447221,2115843.171668792,6969
6972,,712105.2678141308,2115873.874564396,6972
6973,,712092.6202429481,2115873.8415033687,6973
6977,,710532.2946485535,2115862.182974307,6977
6979,,710556.3313147763,2115863.3487276156,6979
6983,,710576.385158822,2115864.318859929,6983
6988,,710651.2564901991,2115865.337512482,6988
6989,,710598.4515848414,2115865.387522757,6989
6996,,710027.7051361141,2115860.103422018,6996
