,OBJECTID,ID,OSM_ID,OSM_NAME,OSM_META,OSM_SOURCE,OSM_TARGET,CLAZZ,FLAGS,SOURCE,TARGET,KM,KMH,COST,REVERSE_CO,X1,Y1,X2,Y2,Shape_Leng,oneway,geometry
69,152690,2462803.0,505332678.0,West Belknap Street,,6138269455.0,82463130.0,21.0,1.0,178444.0,1899852.0,0.0778496,48.0,0.0016219,1000000.0,-97.336499,32.7562951,-97.3372228,32.7559492,77.9141738801,,"LINESTRING (709016.8965684132 2121431.8351019006, 708949.5062299387 2121392.7306165863)"
70,153341,2560443.0,603517996.0,Throckmorton Street,,82530585.0,82501206.0,31.0,3.0,158376.0,1963776.0,0.0796072,40.0,0.0019902,1000000.0,-97.3323393,32.7531321,-97.3327562,32.7537563,79.4786517183,,"LINESTRING (709410.5288542856 2121085.444126768, 709406.5064810136 2121092.3968460243, 709374.7679360331 2121147.191845255, 709370.6979022647 2121154.2216752693)"
71,153807,2560477.0,603518024.0,West Belknap Street,,82530583.0,82431906.0,21.0,1.0,1963166.0,146658.0,0.0675875,48.0,0.0014081,1000000.0,-97.3350648,32.7569715,-97.335697,32.7566769,67.6465209684,,"LINESTRING (709150.4391062787 2121508.3239751775, 709091.5690042884 2121475.001867039)"
72,155408,2521592.0,566641083.0,Jones Street,,82496905.0,5721670738.0,31.0,3.0,1944591.0,1944592.0,0.0108882,40.0,0.0002722,1000000.0,-97.3288635,32.7556213,-97.3289211,32.7557064,10.8708953372,,"LINESTRING (709733.1207627554 2121365.0732858777, 709727.6188285367 2121374.449057061)"
73,157496,2559905.0,603215109.0,East Belknap Street,,82463014.0,82463013.0,21.0,1.0,1775723.0,1963615.0,0.0839768,60.0,0.0013996,1000000.0,-97.3325984,32.7581595,-97.3333792,32.7577864,84.0464881909,,"LINESTRING (709380.0574062192 2121642.6154182814, 709307.3630397073 2121600.4331796654)"
74,159863,2558501.0,601934716.0,East 6th Street,,82446435.0,82446433.0,21.0,1.0,150533.0,1963105.0,0.0777834,60.0,0.0012964,1000000.0,-97.3280509,32.7543765,-97.3287736,32.7540302,77.8476166929,,"LINESTRING (709810.7958878793 2121227.8982784804, 709784.8948568713 2121212.8271419015, 709743.5107876796 2121188.7451596446)"
75,161939,2560478.0,603518025.0,West Weatherford Street,,82431904.0,6138269453.0,21.0,1.0,173202.0,1963782.0,0.0053451,60.0,8.91e-05,1000000.0,-97.3352664,32.7559778,-97.3352173,32.7560024,5.34852572276,,"LINESTRING (709132.7724222229 2121397.9324477743, 709137.3425115552 2121400.711118482)"
76,162407,2540713.0,589744792.0,East Belknap Street,,82463015.0,82463014.0,15.0,1.0,155447.0,1775723.0,0.0859606,70.0,0.001228,1000000.0,-97.331802,32.7585456,-97.3325984,32.7581595,86.0297918941,,"LINESTRING (709454.1966926664 2121686.2558960337, 709380.0574062192 2121642.6154182814)"
77,165130,2558652.0,602247667.0,West Weatherford Street,,82478336.0,82478335.0,15.0,1.0,171540.0,153591.0,0.0833257,70.0,0.0011904,1000000.0,-97.3336898,32.7567332,-97.3329156,32.7571042,83.3943836093,,"LINESTRING (709279.5590903374 2121483.330578549, 709303.9984267586 2121497.552448092, 709351.6386697158 2121525.2728895433)"
78,168592,2559231.0,602325996.0,Jones Street,,82529593.0,82478616.0,31.0,3.0,1892349.0,1497764.0,0.0804234,40.0,0.0020106,1000000.0,-97.3297424,32.7569186,-97.3301682,32.757547,80.2948389872,,"LINESTRING (709649.1711272954 2121508.0009462684, 709608.5011011709 2121577.233959658)"
79,169946,2560458.0,603518006.0,Commerce Street,,82543714.0,82672117.0,31.0,3.0,159857.0,173974.0,0.087594,40.0,0.0021899,0.0021899,-97.3308017,32.7555183,-97.3312532,32.7562085,87.4485809076,B,"LINESTRING (709551.6511906716 2121351.629741013, 709548.984568113 2121356.324159421, 709508.4970871552 2121427.6887807474)"
80,170137,2558503.0,601934731.0,East 7th Street,,82484589.0,82679272.0,21.0,1.0,161535.0,1963091.0,0.0862942,60.0,0.0014382,1000000.0,-97.3299034,32.752655,-97.3291043,32.7530431,86.3636344928,,"LINESTRING (709639.3524513652 2121035.082572894, 709646.0087760814 2121039.015838517, 709703.2259282923 2121072.7442208976, 709713.7457532889 2121078.9495683815)"
81,170800,2558526.0,601934774.0,Calhoun Street,,82543715.0,82496904.0,31.0,3.0,1963102.0,1963103.0,0.0812878,40.0,0.0020322,1000000.0,-97.3300415,32.7558982,-97.3296106,32.7552633,81.1581596819,,"LINESTRING (709622.4079144524 2121394.5462692883, 709663.5646333835 2121324.597921418)"
82,171456,2521594.0,566641092.0,Calhoun Street,,82478615.0,5721670736.0,31.0,3.0,1944593.0,1944594.0,0.007361,40.0,0.000184,1000000.0,-97.3309244,32.7571737,-97.3308852,32.7571163,7.34867418238,,"LINESTRING (709538.1122718172 2121535.053509146, 709541.85582435 2121528.7298372164)"
83,172047,2540710.0,589744792.0,East Belknap Street,,82463018.0,82463017.0,15.0,1.0,170881.0,1956686.0,0.0769282,70.0,0.001099,1000000.0,-97.3296327,32.7596049,-97.3303371,32.7592475,76.9837092509,,"LINESTRING (709656.1306718086 2121805.973954521, 709590.5771946817 2121765.610194456)"
84,172922,2558988.0,602276505.0,Jones Street,,82478616.0,82529591.0,31.0,3.0,1497764.0,185075.0,0.0864114,40.0,0.0021603,1000000.0,-97.3301682,32.757547,-97.3306261,32.758222,86.2734882924,,"LINESTRING (709608.5011011709 2121577.233959658, 709564.7666462043 2121651.600701088)"
85,174469,2560437.0,603517991.0,Houston Street,,82501205.0,82654046.0,21.0,7.0,1963774.0,1574081.0,0.0795681,60.0,0.0013261,1000000.0,-97.3319513,32.7541418,-97.3315273,32.7535214,79.4424862748,,"LINESTRING (709445.6381032849 2121197.8043964338, 709449.5439601702 2121191.2163484003, 709481.9852581449 2121136.4515810255, 709486.129965516 2121129.4558950216)"
86,174699,2558528.0,601934774.0,Calhoun Street,,82566091.0,82446433.0,31.0,3.0,1963104.0,1963105.0,0.0783198,40.0,0.001958,1000000.0,-97.3291888,32.7546419,-97.3287736,32.7540302,78.1949360245,,"LINESTRING (709703.8526245457 2121256.1371333264, 709743.5107876796 2121188.7451596446)"
87,176913,2558504.0,601934731.0,East 7th Street,,82679272.0,82726884.0,21.0,1.0,1963091.0,1963092.0,0.0808933,60.0,0.0013482,1000000.0,-97.3291043,32.7530431,-97.3283552,32.7534069,80.9586597152,,"LINESTRING (709713.7457532889 2121078.9495683815, 709720.7186081337 2121083.063844282, 709775.933650268 2121115.617037814, 709783.4836571922 2121120.0704785343)"
88,179211,2559907.0,603215111.0,East Weatherford Street,,82478335.0,82666064.0,15.0,1.0,153591.0,1524868.0,0.0861286,70.0,0.0012304,1000000.0,-97.3329156,32.7571042,-97.3321153,32.7574876,86.1996514385,,"LINESTRING (709351.6386697158 2121525.2728895433, 709426.1477002685 2121568.6178347412)"
89,180628,2560442.0,603517994.0,Throckmorton Street,,82489544.0,82478337.0,31.0,3.0,1963259.0,1899877.0,0.169814,40.0,0.0042454,1000000.0,-97.3336211,32.7550251,-97.3345374,32.7563436,169.550238807,,"LINESTRING (709288.098637664 2121294.006875159, 709200.6247329016 2121439.2501175664)"
90,180680,2560441.0,603517994.0,Throckmorton Street,,82530584.0,82489544.0,31.0,3.0,160271.0,1963259.0,0.0833222,40.0,0.0020831,1000000.0,-97.3331716,32.7543781,-97.3336211,32.7550251,83.1935963226,,"LINESTRING (709331.010995868 2121222.734835526, 709327.14467926 2121229.1459380556, 709288.098637664 2121294.006875159)"
91,181425,2560453.0,603518002.0,West 6th Street,,4844508865.0,82462849.0,21.0,1.0,1893866.0,1517376.0,0.0373833,60.0,0.0006231,1000000.0,-97.3330635,32.7519582,-97.3334103,32.751791,37.4132862255,,"LINESTRING (709344.1200274217 2120954.52742183, 709316.6265455068 2120938.430708591, 709311.831660502 2120935.627282031)"
92,182089,2560742.0,603518191.0,Throckmorton Street,,2405327470.0,82530583.0,21.0,3.0,1899878.0,1963166.0,0.0147944,60.0,0.0002466,1000000.0,-97.334915,32.7569287,-97.3350648,32.7569715,14.816613512,,"LINESTRING (709164.526816015 2121503.7339348346, 709150.4391062787 2121508.3239751775)"
93,182344,2559403.0,602326307.0,Jones Street,,5721670738.0,5721670737.0,31.0,3.0,1944592.0,1963410.0,0.0621079,40.0,0.0015527,1000000.0,-97.3289211,32.7557064,-97.3292499,32.7561917,62.0085286995,,"LINESTRING (709727.6188285367 2121374.449057061, 709696.2127436546 2121427.916013809)"
94,183227,2559402.0,602326303.0,Jones Street,,5721670737.0,82529598.0,31.0,3.0,1963410.0,159858.0,0.0079921,40.0,0.0001998,1000000.0,-97.3292499,32.7561917,-97.3292921,32.7562542,7.97910537434,,"LINESTRING (709696.2127436546 2121427.916013809, 709692.1816739924 2121434.8019850515)"
95,184005,2559401.0,602326299.0,Calhoun Street,,5721670736.0,5721670735.0,31.0,3.0,1944594.0,1963409.0,0.0619896,40.0,0.0015497,1000000.0,-97.3308852,32.7571163,-97.3305552,32.7566328,61.8913280434,,"LINESTRING (709541.85582435 2121528.7298372164, 709573.3709651581 2121475.4632211532)"
96,184269,2560445.0,603517997.0,West 5th Street,,82530585.0,82654046.0,21.0,1.0,158376.0,1574081.0,0.0874064,60.0,0.0014568,1000000.0,-97.3323393,32.7531321,-97.3315273,32.7535214,87.4789336449,,"LINESTRING (709410.5288542856 2121085.444126768, 709417.2882998853 2121089.378383439, 709477.1919066352 2121124.255343225, 709486.129965516 2121129.4558950216)"
97,184670,2559908.0,603215112.0,West Weatherford Street,,82478337.0,82478336.0,21.0,1.0,1899877.0,171540.0,0.0903276,60.0,0.0015055,1000000.0,-97.3345374,32.7563436,-97.3336898,32.7567332,90.4086269545,,"LINESTRING (709200.6247329016 2121439.2501175664, 709228.3021368035 2121454.7053795718, 709279.5590903374 2121483.330578549)"
98,185681,2560718.0,603518142.0,West Belknap Street,,82463013.0,82579255.0,21.0,1.0,1963615.0,1775750.0,0.0840387,48.0,0.0017508,1000000.0,-97.3333792,32.7577864,-97.3341615,32.7574144,84.1092333388,,"LINESTRING (709307.3630397073 2121600.4331796654, 709234.5261611538 2121558.3718880136)"
99,185758,2560454.0,603518003.0,East 6th Street,,82446431.0,82446429.0,21.0,1.0,1899875.0,173961.0,0.0858849,60.0,0.0014314,1000000.0,-97.3295338,32.7536599,-97.3303306,32.7532758,85.9557515096,,"LINESTRING (709672.7412227809 2121146.8922194317, 709662.6770954876 2121141.002495963, 709606.2489691403 2121107.9706755616, 709598.5588240653 2121103.47145373)"
100,186039,2558975.0,602276496.0,East 7th Street,,82726884.0,82529601.0,21.0,1.0,1963092.0,181253.0,0.0805751,60.0,0.0013429,1000000.0,-97.3283552,32.7534069,-97.327609,32.7537692,80.6399342917,,"LINESTRING (709783.4836571922 2121120.0704785343, 709788.7900596105 2121123.201436512, 709824.7806277517 2121144.4178002216, 709852.9511197814 2121161.022530509)"
101,186045,2560444.0,603517996.0,Throckmorton Street,,82501206.0,82530584.0,31.0,3.0,1963776.0,160271.0,0.0793055,40.0,0.0019826,1000000.0,-97.3327562,32.7537563,-97.3331716,32.7543781,79.177672651,,"LINESTRING (709370.6979022647 2121154.2216752693, 709366.6183814743 2121161.2624909393, 709334.9853083862 2121215.881357001, 709331.010995868 2121222.734835526)"
102,186076,2559906.0,603215110.0,Commerce Street,,82666064.0,4192461451.0,21.0,1.0,1524868.0,1830164.0,0.0574963,60.0,0.0009583,1000000.0,-97.3321153,32.7574876,-97.3324334,32.7579301,57.4106233201,,"LINESTRING (709426.1477002685 2121568.6178347412, 709395.799098803 2121617.3512120005)"
103,187118,2599994.0,655113065.0,West Weatherford Street,,6138269454.0,82478337.0,21.0,1.0,1988328.0,1899877.0,0.0083608,60.0,0.0001393,1000000.0,-97.3346142,32.7563051,-97.3345374,32.7563436,8.36713155808,,"LINESTRING (709193.4764872531 2121434.9013850316, 709200.6247329016 2121439.2501175664)"
104,189400,2599995.0,655113066.0,West Weatherford Street,,6138269453.0,6138269454.0,21.0,1.0,1963782.0,1988328.0,0.065678,60.0,0.0010946,1000000.0,-97.3352173,32.7560024,-97.3346142,32.7563051,65.7266882962,,"LINESTRING (709137.3425115552 2121400.711118482, 709193.4764872531 2121434.9013850316)"
